customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
HK93338,Washington,F,High School or Below,7931,23769,69,0,Personal Auto,Four-Door Car,470
QR53727,Arizona,F,High School or Below,7974,0,109,0,Personal Auto,SUV,523
SQ35375,Oregon,F,Doctor,5054,22241,63,0,Personal Auto,Four-Door Car,343
UD77728,Arizona,F,Bachelor,5657,23550,72,0,Personal Auto,Four-Door Car,222
GP13187,California,F,Master,14917,0,190,0,Personal Auto,Luxury Car,1368
AQ70619,California,M,High School or Below,13046,71024,65,1,Corporate Auto,Four-Door Car,266
IP65887,Oregon,F,Bachelor,38410,71644,105,0,Corporate Auto,SUV,504
KS98084,California,F,Master,5069,50363,63,0,Personal Auto,Four-Door Car,12
QU55718,California,F,Bachelor,10978,92914,136,0,Personal Auto,Sports Car,979
TS31417,Washington,M,College,39769,16645,117,0,Personal Auto,SUV,696
QG83213,California,M,College,6559,0,94,0,Personal Auto,Four-Door Car,451
SA40041,Washington,F,Bachelor,5749,22814,73,0,Personal Auto,Four-Door Car,360
MC36247,Oregon,M,Bachelor,16473,22828,106,0,Personal Auto,SUV,508
FO13070,California,M,High School or Below,5780,51066,74,0,Personal Auto,Four-Door Car,787
VL97142,Oregon,M,College,26200,68507,110,0,Personal Auto,SUV,140
CI57475,Arizona,F,College,3272,0,87,0,Personal Auto,Four-Door Car,626
KJ19260,Arizona,M,College,4682,37929,61,0,Corporate Auto,Four-Door Car,120
GN93462,California,M,Bachelor,6496,89285,81,0,Personal Auto,Four-Door Car,109
QB86817,Oregon,F,High School or Below,7446,98235,93,0,Personal Auto,Four-Door Car,377
AZ68072,Oregon,F,Bachelor,4549,23650,61,2,Personal Auto,Four-Door Car,14
MZ43298,California,F,Bachelor,5200,90167,131,0,Corporate Auto,SUV,523
KS12490,Oregon,M,High School or Below,10594,64669,131,0,Personal Auto,Sports Car,628
TL18087,Washington,M,Bachelor,3059,65083,77,0,Personal Auto,Four-Door Car,369
ZT18953,Oregon,F,Bachelor,8181,0,109,0,Corporate Auto,SUV,523
EF13716,Oregon,M,College,2697,60462,68,1,Personal Auto,Four-Door Car,216
RN87402,California,F,College,10369,0,69,0,Corporate Auto,Four-Door Car,454
RJ40995,Arizona,M,Doctor,2491,36631,62,0,Personal Auto,Four-Door Car,67
GB47529,Oregon,F,High School or Below,5396,40308,136,0,Corporate Auto,Sports Car,652
MB63131,Oregon,F,Bachelor,4652,0,64,1,Corporate Auto,Four-Door Car,307
KN57002,Arizona,M,Bachelor,9015,0,130,0,Corporate Auto,SUV,936
DR68556,Oregon,M,High School or Below,7857,85067,65,0,Personal Auto,Four-Door Car,256
CS70768,California,F,High School or Below,6763,0,64,0,Personal Auto,Four-Door Car,460
XY33610,Washington,M,College,15695,97750,65,0,Personal Auto,Four-Door Car,303
LO17953,Oregon,F,Doctor,5219,38704,65,0,Personal Auto,Four-Door Car,9
LZ35469,California,F,Bachelor,2582,76731,64,0,Personal Auto,Four-Door Car,201
BM27144,California,F,College,7653,57446,64,0,Personal Auto,Four-Door Car,77
EA14700,California,M,Bachelor,4966,0,73,0,Personal Auto,Two-Door Car,525
FQ70521,California,F,High School or Below,8927,96768,111,2,Personal Auto,Four-Door Car,2
OA99158,California,M,Bachelor,21423,0,65,0,Corporate Auto,Two-Door Car,312
YS84064,Arizona,M,Bachelor,15481,0,180,3,Corporate Auto,SUV,1296
YD45065,Oregon,F,College,8714,0,118,0,Personal Auto,SUV,566
OC88207,California,M,Master,5577,77265,69,0,Special Auto,Two-Door Car,170
IL47644,Oregon,F,High School or Below,8860,48736,111,0,Personal Auto,SUV,285
CW27031,Washington,F,High School or Below,13450,0,126,0,Corporate Auto,SUV,907
XX44146,California,F,High School or Below,6464,0,89,0,Personal Auto,Two-Door Car,640
LH26131,Nevada,F,High School or Below,3876,0,108,0,Personal Auto,Two-Door Car,1099
HU94030,Arizona,F,High School or Below,10103,46667,129,1,Corporate Auto,SUV,59
GP39118,Washington,M,High School or Below,4996,71600,63,0,Personal Auto,Two-Door Car,46
QL80658,Arizona,M,High School or Below,3934,84229,98,0,Personal Auto,Four-Door Car,470
LU63980,Nevada,M,College,2219,0,62,0,Personal Auto,Two-Door Car,297
HQ41200,Oregon,F,College,7974,26118,101,0,Personal Auto,Four-Door Car,484
DZ81394,Oregon,F,High School or Below,8708,0,118,0,Personal Auto,SUV,1380
IN41344,Washington,M,College,2907,24049,74,0,Personal Auto,Four-Door Car,491
QJ22615,Arizona,F,Master,4881,37998,61,0,Special Auto,Four-Door Car,292
FJ24418,Arizona,F,Doctor,3652,0,95,0,Personal Auto,Four-Door Car,456
JR45097,Oregon,M,College,12779,0,184,0,Personal Auto,Luxury SUV,1394
DT82702,Arizona,F,College,7200,0,66,0,Personal Auto,Four-Door Car,316
ME87834,Oregon,M,Bachelor,4219,62396,107,0,Personal Auto,SUV,693
DB91647,California,M,College,5816,99239,74,0,Personal Auto,Four-Door Car,379
UM44109,Oregon,M,College,7908,94303,65,0,Personal Auto,Four-Door Car,149
RT22532,Arizona,M,Bachelor,3954,18375,103,0,Personal Auto,Sports Car,535
DU60004,Nevada,F,College,3560,76769,88,0,Corporate Auto,Four-Door Car,170
XR17548,Oregon,M,High School or Below,5064,78735,63,1,Personal Auto,Four-Door Car,225
VR14881,Oregon,M,Bachelor,8489,0,130,0,Personal Auto,Sports Car,624
FS81127,California,F,Bachelor,2425,0,67,1,Corporate Auto,Four-Door Car,426
VD19899,California,F,Doctor,27542,50494,114,0,Personal Auto,Two-Door Car,491
SP93911,California,F,High School or Below,8828,86721,110,1,Corporate Auto,Two-Door Car,372
GH49378,California,F,Bachelor,5059,67371,63,0,Personal Auto,Four-Door Car,86
MZ30958,Nevada,M,High School or Below,6715,21835,90,0,Corporate Auto,Two-Door Car,432
FU55433,Arizona,M,High School or Below,2671,62452,67,0,Corporate Auto,Two-Door Car,407
SZ14518,California,F,College,8098,0,72,0,Personal Auto,Four-Door Car,518
XI58886,California,M,High School or Below,2795,69809,70,0,Personal Auto,Two-Door Car,111
NL17031,Washington,M,High School or Below,2972,0,84,0,Personal Auto,Two-Door Car,604
OB32861,Nevada,M,High School or Below,6288,0,84,0,Special Auto,Two-Door Car,403
AZ84403,Oregon,F,College,61850,0,238,0,Personal Auto,Luxury SUV,1142
PU34934,Arizona,F,College,10394,22601,88,0,Personal Auto,Four-Door Car,633
WX87964,Washington,M,High School or Below,4935,29560,62,0,Personal Auto,Four-Door Car,297
VI12468,Oregon,F,Bachelor,35013,0,133,0,Personal Auto,SUV,532
RC44077,California,M,Bachelor,2810,26790,71,0,Personal Auto,Two-Door Car,340
ZQ48144,California,F,Bachelor,3636,34986,91,0,Corporate Auto,Four-Door Car,73
MA83261,Arizona,M,High School or Below,2785,66378,71,0,Corporate Auto,Two-Door Car,158
ER63193,California,F,High School or Below,7715,48784,96,0,Corporate Auto,Four-Door Car,252
XZ34917,Washington,M,Bachelor,5643,41043,72,0,Personal Auto,Four-Door Car,345
WH36754,Oregon,F,College,19088,32775,61,0,Personal Auto,Four-Door Car,251
ZG90341,Oregon,M,Bachelor,9156,61200,118,0,Personal Auto,Four-Door Car,566
KR82385,California,M,Master,5454,66334,69,0,Personal Auto,Two-Door Car,331
MC48570,Arizona,F,Doctor,2470,18661,62,0,Personal Auto,Two-Door Car,196
MP13698,Oregon,F,College,7809,0,111,0,Personal Auto,Two-Door Car,532
JE84351,Oregon,M,Bachelor,6938,53133,91,0,Personal Auto,Two-Door Car,652
BU72276,California,F,Bachelor,5318,25134,67,0,Personal Auto,Four-Door Car,321
DC78147,Arizona,M,College,13727,0,126,0,Personal Auto,SUV,604
DB17162,Arizona,M,High School or Below,5363,64324,67,0,Personal Auto,Four-Door Car,321
TG97744,Oregon,F,Bachelor,3265,25820,82,0,Corporate Auto,Four-Door Car,393
QT26393,California,M,Bachelor,2446,29152,67,0,Personal Auto,Two-Door Car,255
UG49716,Washington,F,College,4196,0,114,0,Personal Auto,Sports Car,1182
HF11584,Arizona,M,Master,12913,62448,107,0,Personal Auto,SUV,513
MS87381,California,F,High School or Below,23866,0,81,1,Personal Auto,Four-Door Car,388
YU79270,Arizona,M,College,4633,27132,63,1,Personal Auto,Four-Door Car,302
HU81007,Oregon,F,Bachelor,8196,21706,108,0,Personal Auto,SUV,518
XH53960,Arizona,F,Bachelor,2167,0,61,0,Personal Auto,Four-Door Car,439
MM62953,Arizona,M,High School or Below,5619,66620,70,0,Personal Auto,Four-Door Car,336
DA74095,Arizona,F,Bachelor,6102,42800,153,1,Personal Auto,Sports Car,734
QD46343,Arizona,F,High School or Below,3919,66676,97,0,Personal Auto,Four-Door Car,558
FR17176,Arizona,F,High School or Below,14944,0,68,0,Personal Auto,Four-Door Car,326
WY26014,California,F,High School or Below,10819,37433,90,0,Personal Auto,Four-Door Car,410
RY32848,Oregon,M,Doctor,15839,44930,132,0,Personal Auto,SUV,111
JG83987,Arizona,F,Bachelor,6451,30857,81,0,Personal Auto,Two-Door Car,309
MQ48266,Arizona,F,Bachelor,5564,46507,73,4,Personal Auto,Two-Door Car,325
EA68909,California,M,Bachelor,2444,48473,63,0,Personal Auto,Four-Door Car,302
KP51068,Oregon,M,Bachelor,2640,59961,68,0,Personal Auto,Four-Door Car,291
CM78608,California,F,High School or Below,5823,88359,73,0,Personal Auto,Two-Door Car,35
TZ11597,California,M,College,5755,97607,71,0,Personal Auto,Two-Door Car,60
GS76685,California,M,High School or Below,10408,20228,101,1,Corporate Auto,SUV,523
BR40272,California,M,College,8247,49009,105,0,Personal Auto,Four-Door Car,504
FX36546,Washington,M,Master,3679,60804,92,0,Personal Auto,Four-Door Car,213
FY31714,Oregon,M,Bachelor,16331,78374,82,0,Personal Auto,Four-Door Car,206
GL99349,California,M,High School or Below,20474,95621,66,5,Personal Auto,Two-Door Car,351
HH49391,Oregon,M,High School or Below,9414,15741,132,0,Special Auto,SUV,633
WG26617,Oregon,M,Bachelor,9732,38279,82,0,Personal Auto,Two-Door Car,64
JL97265,Oregon,M,Master,4611,0,61,0,Personal Auto,Four-Door Car,292
QQ25666,Arizona,M,High School or Below,14510,60120,182,0,Personal Auto,Luxury Car,716
VE72838,Arizona,F,High School or Below,13770,59207,116,0,Personal Auto,Four-Door Car,556
ZN27809,Oregon,F,College,8083,0,116,0,Personal Auto,SUV,820
IZ71030,California,F,College,2570,69446,64,1,Personal Auto,Four-Door Car,26
LU79958,Washington,F,Bachelor,2273,0,73,4,Personal Auto,Four-Door Car,801
KT30737,California,M,College,3995,0,119,0,Corporate Auto,SUV,856
IU32539,California,F,Bachelor,7282,50886,95,1,Personal Auto,Two-Door Car,620
UI73924,Oregon,F,Bachelor,2469,55257,64,3,Personal Auto,Two-Door Car,209
RZ89359,California,F,College,2450,61883,62,0,Personal Auto,Four-Door Car,18
CE21829,Oregon,M,College,10856,37233,136,0,Personal Auto,SUV,242
BU17847,Arizona,M,Master,9075,37722,116,0,Personal Auto,Sports Car,158
XA63646,California,F,Master,4654,81883,114,0,Personal Auto,Four-Door Car,376
EA40332,Oregon,M,Bachelor,15394,35822,197,0,Personal Auto,SUV,1404
KB75939,Oregon,F,Bachelor,9421,23059,126,0,Corporate Auto,Sports Car,95
PR98117,Oregon,F,Bachelor,2640,97666,66,0,Personal Auto,Four-Door Car,136
ZE62067,Arizona,M,Master,8509,26057,74,0,Corporate Auto,Four-Door Car,523
AU45793,Arizona,M,Doctor,3436,30817,88,0,Corporate Auto,Four-Door Car,91
RE29131,Oregon,F,College,4349,75648,108,0,Personal Auto,SUV,112
FZ19620,Oregon,M,High School or Below,9672,0,96,0,Corporate Auto,Four-Door Car,1120
HM93220,Arizona,F,High School or Below,15266,25852,135,1,Personal Auto,Sports Car,648
BO94261,Arizona,M,Doctor,7550,0,68,1,Personal Auto,Four-Door Car,100
TC18805,Washington,M,Bachelor,9939,13207,137,2,Personal Auto,SUV,392
UQ24268,Oregon,F,High School or Below,14962,0,82,0,Personal Auto,Four-Door Car,393
NF25863,Nevada,M,High School or Below,7887,32150,98,0,Personal Auto,Two-Door Car,470
FD98839,Oregon,M,College,2894,52674,73,0,Personal Auto,Two-Door Car,166
FN99437,California,M,College,4397,91653,111,0,Corporate Auto,SUV,343
DZ35379,Arizona,F,High School or Below,5781,69512,72,0,Personal Auto,Two-Door Car,196
IA67715,California,F,High School or Below,7720,67332,192,0,Personal Auto,Luxury Car,921
JG61793,Washington,M,High School or Below,3046,0,98,2,Personal Auto,Four-Door Car,705
CR41258,Nevada,M,College,2590,53304,65,0,Personal Auto,Four-Door Car,116
BE75190,California,M,College,10155,28754,89,0,Corporate Auto,Four-Door Car,427
EW16697,Arizona,F,High School or Below,2552,50201,64,0,Personal Auto,Two-Door Car,99
HI60054,California,F,Bachelor,9404,51593,80,2,Personal Auto,Two-Door Car,202
MU57098,Oregon,F,Bachelor,5678,0,76,0,Personal Auto,Four-Door Car,364
WB21698,California,F,High School or Below,3723,31974,92,0,Personal Auto,Four-Door Car,388
MU75490,Oregon,M,Bachelor,8417,31756,107,0,Corporate Auto,SUV,415
UA44429,California,F,College,2520,0,68,0,Personal Auto,Four-Door Car,326
PP64004,Nevada,F,Bachelor,8186,20369,105,0,Personal Auto,SUV,1126
FI77477,Washington,M,College,4229,0,126,0,Personal Auto,SUV,907
NT40494,California,F,High School or Below,5074,66933,63,0,Personal Auto,Four-Door Car,160
YM98727,California,F,High School or Below,12981,39843,109,1,Personal Auto,Four-Door Car,523
NT77164,Arizona,M,Doctor,2744,16686,71,0,Personal Auto,Four-Door Car,125
IL91509,Oregon,F,Bachelor,13226,0,190,1,Special Auto,Luxury Car,1398
PS47550,California,F,High School or Below,13178,80237,108,0,Personal Auto,SUV,776
PK66498,California,M,High School or Below,8793,72897,73,0,Personal Auto,Two-Door Car,507
NG93751,California,M,Bachelor,3245,46435,82,0,Corporate Auto,Two-Door Car,350
KL84615,Arizona,M,High School or Below,4624,0,68,2,Personal Auto,Four-Door Car,469
AP27994,Oregon,F,High School or Below,4372,23124,112,0,Special Auto,Sports Car,537
TP20456,Arizona,M,High School or Below,9090,45310,229,0,Personal Auto,Luxury SUV,1550
OB21477,Oregon,M,College,10777,53437,91,0,Personal Auto,Two-Door Car,436
LH80781,Washington,F,College,5007,0,73,1,Personal Auto,Four-Door Car,655
UU70820,Arizona,F,College,5867,27880,74,0,Personal Auto,Four-Door Car,199
ER66372,California,F,Bachelor,14914,45963,63,2,Personal Auto,Four-Door Car,302
XD81935,Oregon,F,Bachelor,5107,35625,65,1,Personal Auto,Four-Door Car,288
AT30076,Nevada,F,High School or Below,3536,31727,92,0,Personal Auto,Four-Door Car,495
EW34576,Arizona,F,High School or Below,2839,53071,72,0,Corporate Auto,Four-Door Car,386
XC14741,California,M,High School or Below,2939,97735,73,0,Corporate Auto,Four-Door Car,188
PG84165,California,M,High School or Below,2776,0,77,0,Personal Auto,Four-Door Car,554
CN16311,Oregon,F,Master,5476,52218,68,0,Corporate Auto,Four-Door Car,33
TZ19823,California,F,Bachelor,3265,25820,82,0,Personal Auto,Four-Door Car,393
NC34154,California,F,High School or Below,8066,17950,71,2,Special Auto,Two-Door Car,340
LQ50657,Arizona,F,High School or Below,3644,82477,90,0,Personal Auto,Two-Door Car,432
JL16084,Arizona,F,College,6611,0,95,0,Personal Auto,Four-Door Car,564
CJ81391,Oregon,M,College,7582,64801,64,0,Personal Auto,Four-Door Car,268
WQ89892,Washington,F,College,2607,0,70,1,Special Auto,Two-Door Car,336
JW70372,Arizona,F,Doctor,7124,61233,89,2,Personal Auto,Four-Door Car,181
AW17574,Nevada,F,Bachelor,9435,0,129,0,Corporate Auto,SUV,628
GL66847,Arizona,F,Bachelor,8256,62902,69,0,Personal Auto,Two-Door Car,159
DC62428,Arizona,M,High School or Below,5091,20244,65,0,Personal Auto,Four-Door Car,312
KR54589,California,F,High School or Below,5881,86812,73,0,Personal Auto,Four-Door Car,45
BC47264,California,F,College,7684,62192,98,0,Special Auto,Two-Door Car,243
SN58128,Oregon,F,College,10396,34948,130,0,Personal Auto,SUV,443
TD97297,Oregon,M,Bachelor,8545,35456,109,0,Personal Auto,Sports Car,505
TK13024,Oregon,M,College,4408,80640,111,0,Personal Auto,SUV,313
LR97507,Arizona,M,High School or Below,2562,0,74,0,Corporate Auto,Four-Door Car,663
KC14861,Oregon,M,High School or Below,14886,91193,185,1,Personal Auto,Luxury SUV,1
DC37886,Arizona,F,High School or Below,24338,73692,67,0,Personal Auto,Two-Door Car,24
SP56326,Arizona,F,High School or Below,7452,12195,101,0,Personal Auto,Four-Door Car,670
OQ99704,Washington,F,Bachelor,3981,52801,100,0,Personal Auto,SUV,475
GQ92754,Nevada,M,College,16060,0,87,0,Personal Auto,Four-Door Car,417
DX28320,California,F,High School or Below,5111,0,72,2,Personal Auto,Four-Door Car,594
BM83544,Arizona,F,Bachelor,7439,0,108,0,Personal Auto,SUV,518
YB96664,Washington,M,Bachelor,4974,75644,65,3,Corporate Auto,Two-Door Car,467
RO90746,California,F,High School or Below,17816,60192,220,0,Personal Auto,Luxury Car,1056
UV46349,Oregon,F,Bachelor,6238,0,90,2,Personal Auto,Four-Door Car,134
MY32188,Oregon,M,Bachelor,2682,0,74,0,Corporate Auto,Two-Door Car,355
OV87950,California,M,College,2837,29242,73,0,Personal Auto,Two-Door Car,350
ZG82132,Oregon,F,Bachelor,4118,69379,103,0,Personal Auto,Two-Door Car,494
LZ31103,Oregon,F,College,2472,63860,62,0,Personal Auto,Four-Door Car,208
HO79663,Arizona,F,Doctor,4139,45281,104,1,Personal Auto,Sports Car,65
RS57109,Arizona,F,Bachelor,4100,51193,104,2,Personal Auto,Two-Door Car,97
NA21420,Oregon,F,Bachelor,5278,62074,67,0,Corporate Auto,Four-Door Car,49
MY98825,California,F,Bachelor,8056,64304,68,0,Corporate Auto,Two-Door Car,65
VW73816,Oregon,M,Bachelor,9185,73795,116,1,Personal Auto,SUV,501
FN66189,Oregon,F,College,15417,84376,96,0,Personal Auto,Four-Door Car,43
HU75748,Arizona,F,High School or Below,6829,0,66,1,Personal Auto,Two-Door Car,470
OS11465,Oregon,M,High School or Below,8500,79153,106,0,Special Auto,SUV,508
UY61913,Oregon,M,College,8847,17950,118,0,Personal Auto,SUV,425
OD70577,Arizona,F,College,2840,0,80,1,Personal Auto,Two-Door Car,962
DC91024,Oregon,M,Bachelor,15984,0,69,0,Personal Auto,Two-Door Car,331
VQ67172,Oregon,F,College,18542,0,72,0,Corporate Auto,Four-Door Car,622
MF23895,Arizona,F,College,2609,58139,65,1,Corporate Auto,Four-Door Car,33
AA10041,California,M,High School or Below,7901,0,113,0,Personal Auto,SUV,1258
DV36320,California,F,High School or Below,17995,80991,223,0,Personal Auto,Luxury SUV,937
UE72026,California,F,College,5021,69678,126,0,Personal Auto,Sports Car,306
SE78641,Arizona,M,Bachelor,4654,0,67,0,Personal Auto,Two-Door Car,577
YC69616,Arizona,F,College,2719,14030,72,0,Personal Auto,Two-Door Car,345
SM10254,Oregon,F,Bachelor,4726,13037,124,0,Personal Auto,SUV,839
AG45299,California,M,College,8595,76763,108,0,Personal Auto,SUV,186
KS45476,Washington,F,High School or Below,15626,50461,131,0,Personal Auto,Sports Car,810
No69427,California,M,High School or Below,2797,69604,70,0,Corporate Auto,Four-Door Car,112
BA52133,California,M,Master,5344,22908,68,0,Personal Auto,Four-Door Car,387
WT59944,California,F,College,17557,68273,146,0,Personal Auto,Sports Car,76
XV30885,California,M,College,4595,95550,116,1,Personal Auto,SUV,381
LU79865,Nevada,M,Bachelor,5794,88370,74,1,Personal Auto,Four-Door Car,355
BL29046,Oregon,F,Doctor,5332,68931,66,0,Corporate Auto,Four-Door Car,309
AM34581,Oregon,F,Bachelor,6680,24432,87,3,Corporate Auto,Two-Door Car,71
YN75239,Oregon,M,College,7910,77577,199,1,Personal Auto,Luxury SUV,35
OJ84485,California,M,High School or Below,12516,12607,110,0,Personal Auto,SUV,528
JA12995,Oregon,F,College,2325,0,63,0,Personal Auto,Four-Door Car,302
OD85990,Oregon,F,Bachelor,3964,23474,102,0,Corporate Auto,SUV,489
NZ57264,California,M,Bachelor,7486,0,113,0,Personal Auto,SUV,813
OL39995,Oregon,M,Bachelor,6707,0,65,0,Personal Auto,Four-Door Car,360
LK51620,California,M,High School or Below,12902,98478,106,0,Corporate Auto,Four-Door Car,508
ZB91993,Arizona,M,College,5926,23091,96,5,Personal Auto,Four-Door Car,460
SZ60342,Arizona,M,College,5148,51071,65,0,Personal Auto,Two-Door Car,312
WE80653,Oregon,F,Bachelor,6827,0,103,2,Personal Auto,SUV,2
EE28119,Arizona,F,Bachelor,4670,69921,118,2,Personal Auto,Two-Door Car,373
GA49547,Washington,M,High School or Below,5363,36357,68,0,Personal Auto,Four-Door Car,17
BA92673,Oregon,F,High School or Below,6961,0,63,0,Personal Auto,Four-Door Car,40
PT70350,Oregon,M,High School or Below,28511,27607,104,0,Corporate Auto,Four-Door Car,640
KL29678,Oregon,F,Master,8624,43610,106,0,Personal Auto,Sports Car,508
HL84679,Oregon,F,Bachelor,3382,0,91,0,Personal Auto,Four-Door Car,436
GH94657,California,M,Bachelor,2319,14660,61,0,Personal Auto,Four-Door Car,396
EZ71780,Arizona,F,High School or Below,8807,26864,78,0,Special Auto,Four-Door Car,374
BW76745,Oregon,M,Doctor,2491,36631,62,0,Personal Auto,Four-Door Car,67
TN64240,California,F,Bachelor,7853,42582,99,0,Corporate Auto,Four-Door Car,629
AE23906,Arizona,M,College,9816,37256,62,0,Personal Auto,Four-Door Car,128
CX20455,Arizona,M,College,22103,0,102,0,Corporate Auto,SUV,489
KX18446,Washington,M,High School or Below,6689,56980,84,0,Corporate Auto,Two-Door Car,599
NR66922,Oregon,M,Master,11323,98254,94,3,Corporate Auto,Four-Door Car,229
PQ27923,Washington,M,Master,6333,71737,79,0,Personal Auto,Two-Door Car,338
No81415,Arizona,M,Bachelor,3139,31177,79,0,Personal Auto,Four-Door Car,905
OI48534,California,F,High School or Below,2617,98338,65,0,Personal Auto,Four-Door Car,35
FH83537,California,F,High School or Below,3732,0,106,0,Personal Auto,Sports Car,879
VH94792,California,F,Bachelor,4433,0,65,0,Special Auto,Four-Door Car,312
VD37089,Washington,M,College,3478,29938,90,0,Corporate Auto,Four-Door Car,562
UW68708,California,F,Bachelor,5009,0,69,0,Personal Auto,Four-Door Car,496
PV39600,California,M,Bachelor,8417,24285,111,0,Personal Auto,Two-Door Car,1257
ZD42919,California,M,Master,4483,32983,113,0,Personal Auto,SUV,466
ZX68434,California,F,Doctor,5124,0,134,0,Personal Auto,SUV,643
CH81088,Oregon,F,Bachelor,3721,71333,93,0,Personal Auto,Four-Door Car,343
SV68939,Arizona,F,Master,9988,33157,124,0,Personal Auto,SUV,286
WI81695,Oregon,F,College,3342,0,91,0,Personal Auto,Four-Door Car,436
OU50429,California,M,Bachelor,7524,36580,64,1,Personal Auto,Four-Door Car,460
TE44937,Oregon,F,High School or Below,13466,11432,119,0,Personal Auto,SUV,571
GC29421,California,F,High School or Below,2949,78596,73,0,Personal Auto,Four-Door Car,106
RF71693,Arizona,F,Bachelor,5179,35143,65,0,Corporate Auto,Four-Door Car,171
JZ22920,Arizona,M,Master,3225,29606,81,0,Personal Auto,Four-Door Car,438
ZL68596,Arizona,M,Master,8849,53228,73,0,Special Auto,Four-Door Car,137
GV91160,Oregon,F,High School or Below,2886,10312,78,0,Personal Auto,Four-Door Car,486
PC80039,Oregon,F,Bachelor,2359,19864,63,0,Personal Auto,Four-Door Car,352
RH72839,Nevada,F,High School or Below,4669,76157,116,0,Personal Auto,Two-Door Car,556
SV15363,California,M,High School or Below,6366,44368,80,0,Personal Auto,Two-Door Car,384
CN17219,Oregon,M,College,25581,27961,72,0,Personal Auto,Two-Door Car,345
ZM84839,California,F,College,8146,92777,68,2,Personal Auto,Two-Door Car,158
ZO31878,Oregon,F,Master,5412,55992,67,0,Personal Auto,Four-Door Car,191
BU70181,Arizona,M,Master,5757,88997,72,0,Personal Auto,Four-Door Car,174
RN20799,Arizona,F,High School or Below,4755,21926,63,0,Personal Auto,Four-Door Car,302
VF58561,Oregon,F,Bachelor,4995,82413,62,0,Personal Auto,Four-Door Car,297
HU26687,California,M,Bachelor,2824,48008,73,4,Personal Auto,Four-Door Car,137
VT84289,California,F,College,5907,87796,74,0,Personal Auto,Four-Door Car,355
ZG17326,Oregon,M,Bachelor,4988,38928,64,0,Personal Auto,Four-Door Car,326
ZR84007,Arizona,M,Bachelor,7405,58779,64,1,Personal Auto,Four-Door Car,307
WM17695,Washington,F,Doctor,16553,98912,135,0,Personal Auto,SUV,714
YR76491,Oregon,F,College,15102,0,137,0,Personal Auto,SUV,32
NY93341,Arizona,F,High School or Below,9118,33882,114,0,Personal Auto,SUV,272
BC87161,Oregon,M,Bachelor,2759,92296,69,0,Personal Auto,Two-Door Car,331
PW23851,Oregon,F,Bachelor,15251,63287,127,0,Personal Auto,SUV,617
UM73815,Arizona,F,High School or Below,14517,74871,178,0,Personal Auto,SUV,854
HW19506,Arizona,F,High School or Below,5597,37995,139,0,Personal Auto,SUV,667
JF90784,California,F,High School or Below,19323,0,139,1,Personal Auto,SUV,1389
OW15518,Washington,F,College,15950,0,87,1,Personal Auto,Two-Door Car,46
BR28896,Nevada,M,High School or Below,3176,64706,81,0,Personal Auto,Two-Door Car,372
PD32943,Oregon,M,Bachelor,4526,0,64,1,Personal Auto,Four-Door Car,307
GM83516,Arizona,M,College,2573,29500,67,0,Corporate Auto,Four-Door Car,321
BK15048,Arizona,M,College,6656,0,69,1,Personal Auto,Four-Door Car,496
RA27021,Nevada,F,Bachelor,27564,26410,91,0,Corporate Auto,Four-Door Car,184
JW15941,California,M,Master,3842,97832,95,0,Personal Auto,Two-Door Car,107
GP20408,Oregon,F,College,3808,94903,94,0,Personal Auto,Two-Door Car,451
AM57175,Oregon,F,High School or Below,15000,62473,76,1,Personal Auto,Four-Door Car,507
RI40862,Nevada,M,College,5573,85704,69,0,Personal Auto,Four-Door Car,325
EY86980,Oregon,M,Bachelor,6222,74270,78,0,Corporate Auto,Two-Door Car,122
FG24850,Oregon,F,Master,5096,22886,65,0,Personal Auto,Four-Door Car,312
JB39997,California,F,College,6183,36464,78,0,Personal Auto,Four-Door Car,93
CG43444,California,F,Bachelor,9388,33599,80,0,Personal Auto,Four-Door Car,111
ZG69918,Oregon,M,College,8168,20819,73,1,Special Auto,Four-Door Car,206
GM70734,California,F,College,13561,29095,91,1,Corporate Auto,Two-Door Car,280
PM14429,California,M,College,6699,30852,88,0,Personal Auto,Four-Door Car,318
FD55376,California,M,High School or Below,20230,48448,74,1,Corporate Auto,Four-Door Car,355
PS25185,Washington,F,Bachelor,4097,20079,110,0,Corporate Auto,Two-Door Car,528
YE70791,California,M,High School or Below,5169,12430,73,0,Personal Auto,Four-Door Car,350
UN52560,Arizona,M,Bachelor,6278,47669,80,0,Personal Auto,Four-Door Car,384
SS95187,Arizona,M,Bachelor,3343,40794,87,0,Personal Auto,Four-Door Car,334
OU62959,California,M,Bachelor,15531,95340,198,2,Personal Auto,Luxury SUV,808
ZV36800,Oregon,M,Bachelor,4236,14476,113,0,Corporate Auto,Sports Car,542
XF83901,Arizona,F,College,3692,0,105,0,Personal Auto,Four-Door Car,756
RE12758,California,M,High School or Below,6782,26116,85,0,Personal Auto,Four-Door Car,612
CH97666,California,M,Bachelor,3683,12454,100,0,Personal Auto,Sports Car,720
NU25698,Oregon,F,High School or Below,13995,48245,121,3,Personal Auto,SUV,580
ZV80216,Oregon,M,High School or Below,5619,0,153,0,Personal Auto,SUV,1027
PB47955,Oregon,F,Bachelor,8331,0,119,0,Personal Auto,SUV,856
